in	I-adult
cases	I-adult
of	I-adult
un-correction	I-adult
or	I-adult
delayed	I-adult
corrective	O
surgery13-RRB-	O
.	O
Furthermore,	B-adult
the	I-adult
progressive	I-adult
pulmonary	I-adult
hypertension	I-adult
is	I-adult
associated	I-adult
with	B-adult
hemodynamic	I-adult
compromise	I-adult
of	I-adult
the	I-adult
left	I-adult
ventricle	B-adult
and	I-adult
sudden	I-adult
cardiac	I-adult
death	I-adult
due	I-adult
to	I-adult
the	B-adult
collapse	I-adult
of	I-adult
systemic	I-adult
circulation	I-adult
.	O
However,	B-adult
the	I-adult
causes	I-adult
of	I-adult
sudden	I-adult
death	I-adult
in	B-adult
the	I-adult
patient	I-adult
with	I-adult
severe	I-adult
pulmonary	I-adult
hypertension	B-adult
have	I-adult
remained	I-adult
uncertain	I-adult
.	O
Among	B-adult
the	I-adult
causes	I-adult
of	I-adult
death,	I-adult
the	I-adult
failure	I-adult
of	B-adult
coronary	I-adult
circulation	I-adult
might	I-adult
be	I-adult
one	I-adult
of	I-adult
the	O
causes	O
.	O
In	O
this	B-adult
case,	I-adult
we	I-adult
reviewed	I-adult
total	I-adult
occlusion	I-adult
of	I-adult
the	B-adult
left	I-adult
main	I-adult
coronary	I-adult
artery	I-adult
caused	I-adult
by	O
extrinsic	O
compression	B-adult
of	I-adult
the	I-adult
markedly	I-adult
dilated	I-adult
main	I-adult
pulmonary	I-adult
trunk47-RRB-	B-adult
that	I-adult
was	I-adult
induced	I-adult
by	I-adult
progressive	I-adult
pulmonary	I-adult
hypertension	B-adult
due	I-adult
to	I-adult
delayed	I-adult
closure	I-adult
of	O
the	O
atrial	O
septal	O
defect	O
.	O
CASE	B-female
A	I-female
34-year-old	I-female
woman	I-female
was	I-female
admitted	I-female
to	I-female
the	O
hospital	B-adult
because	I-adult
of	I-adult
recently	I-adult
aggravated	I-adult
dyspnea,	I-adult
general	I-adult
edema	B-female
and	I-female
abdominal	I-female
distension	I-female
for	I-female
5	I-female
months	O
.	O
In	O
her	O
past,	O
she	O
had	O
no	O
history	B-adult
of	I-adult
Kawasaki	I-adult
disease	I-adult
during	I-adult
childhood	I-adult
.	O
However,	B-adult
nine	I-adult
years	I-adult
before	I-adult
admission,	I-adult
patch	O
repair	O
with	B-adult
PTFE	I-adult
was	I-adult
performed	I-adult
for	I-adult
the	I-adult
secondum	I-adult
type	I-adult
of	O
atrial	O
septal	O
defect	O
-LRB-ASD-RRB-	O
.	O
Thereafter,	O
she	B-adult
had	I-adult
been	I-adult
managed	I-adult
for	I-adult
pulmonary	I-adult
hypertension	I-adult
and	B-adult
aggravating	I-adult
right	I-adult
heart	I-adult
failure	I-adult
.	O
The	B-adult
preoperative	I-adult
values	I-adult
collected	I-adult
from	I-adult
her	I-adult
past	I-adult
medical	O
records	B-adult
of	I-adult
the	I-adult
previous	I-adult
hospital	I-adult
included	I-adult
pulmonary/systolic	I-adult
flow	B-adult
ratio	I-adult
-LRB-Qp/Qs-RRB-	I-adult
of	I-adult
2:1,	I-adult
pulmonary/systolic	B-adult
resistance	I-adult
ratio	I-adult
-LRB-Rp/Rs-RRB-	I-adult
of	I-adult
0.35,	I-adult
pulmonary	O
arterial	O
systolic	O
pressure	O
-LRB-PASP-RRB-	O
of	O
51	O
mmHg	O
and	O
the	B-adult
diameter	I-adult
of	I-adult
main	I-adult
pulmonary	I-adult
artery	I-adult
of	I-adult
40	O
mm,	B-adult
which	I-adult
were	I-adult
suggestive	I-adult
of	I-adult
significant	I-adult
left	I-adult
to	B-adult
right	I-adult
shunt	I-adult
with	I-adult
moderate	I-adult
pulmonary	B-adult
hypertension,	I-adult
and	I-adult
normal	I-adult
coronary	I-adult
artery	I-adult
.	O
As	O
the	O
PASP	O
during	O
the	O
postoperative	O
care	B-adult
was	I-adult
not	I-adult
decreased	I-adult
to	I-adult
the	I-adult
normal	I-adult
range,	O
the	O
doctor	O
who	O
operated	B-adult
on	I-adult
the	I-adult
patient	I-adult
cautioned	I-adult
and	I-adult
wrote	I-adult
on	B-adult
her	I-adult
record	I-adult
of	I-adult
the	I-adult
possibility	I-adult
of	B-adult
progressing	I-adult
pulmonary	I-adult
hypertension	I-adult
.	O
On	B-adult
admission,	I-adult
blood	I-adult
pressure	I-adult
and	I-adult
pulse	I-adult
rate	I-adult
were	O
110/70	O
mmHg	O
and	B-adult
85	I-adult
beats	I-adult
per	I-adult
minute,	I-adult
respectively	I-adult
.	O
On	B-exercise
physical	I-exercise
examination,	I-exercise
there	I-exercise
were	I-exercise
engorged	O
neck	B-female
vein,	I-female
soft	I-female
abdominal	I-female
distension,	I-female
palpable	I-female
liver,	I-female
and	O
pretibial	O
pitting	O
edema	O
.	O
Systolic	O
murmur	O
of	O
grade	O
III/VI	O
was	O
auscultated	B-adult
from	I-adult
her	I-adult
lower	I-adult
sternal	I-adult
border	I-adult
.	O
The	B-adult
arterial	I-adult
blood	I-adult
gas	I-adult
analysis	I-adult
showed	I-adult
pO2	O
of	O
77.4	O
mmHg,	O
pCo2	O
of	O
31.2	O
mmHg	O
under	O
the	O
room	O
air	O
.	O
The	B-adult
rheumatoid	I-adult
factor	I-adult
-LRB-RF-RRB-	I-adult
and	I-adult
VDRL	I-adult
for	O
syphilis	O
were	O
both	O
negative	O
.	O
The	B-adult
electrocardiogram	I-adult
revealed	I-adult
normal	I-adult
sinus	I-adult
rhythm	I-adult
with	B-adult
incomplete	I-adult
right	I-adult
bundle	I-adult
branch	I-adult
block	I-adult
and	O
biventricular	O
hypertrophy	O
.	O
The	B-radiography
chest	I-radiography
PA	I-radiography
showed	I-adult
markedly	I-adult
enlarged	B-adult
cardiac	I-adult
size	I-adult
with	I-adult
prominently	I-adult
dilated	B-adult
main	I-adult
pulmonary	I-adult
artery	I-adult
and	I-adult
centralization	O
of	B-adult
pulmonary	I-adult
hilum,	I-adult
suggesting	I-adult
pulmonary	I-adult
arterial	I-adult
hypertension	I-adult
-LRB-Figure	O
1-RRB-	O
.	O
Echocardiogram	B-adult
with	I-adult
Doppler	I-adult
study	I-adult
demonstrated	I-adult
right	I-adult
ventricular	I-adult
hypertrophy,	B-adult
D-shape	I-adult
left	I-adult
ventricle,	I-adult
as	I-adult
well	I-adult
as	B-adult
severe	I-adult
pulmonary	I-adult
and	I-adult
tricuspid	I-adult
regurgitation,	B-adult
which	I-adult
corresponded	I-adult
to	I-adult
right	I-adult
ventricular	I-adult
systolic	O
pressure	O
of	O
117	O
mmHg	O
.	O
However,	O
there	O
was	O
no	B-adult
intracardiac	I-adult
shunt	I-adult
remained	I-adult
on	I-adult
color	I-adult
interrogation	I-adult
.	O
Moreover,	B-adult
serial	I-adult
echocardiographic	I-adult
evaluation	I-adult
had	I-adult
revealed	I-adult
the	I-adult
progression	I-adult
of	O
pulmonary	O
hypertension	O
after	O
delivery	O
of	O
her	O
baby	O
.	O
A	B-adult
diagnosis	I-adult
of	I-adult
Eisenmenger	I-adult
syndrome	I-adult
was	O
made	O
.	O
The	B-adult
base-line	I-adult
study	I-adult
for	I-adult
heart-lung	I-adult
transplantation,	I-adult
including	I-adult
chest	I-radiography
computed	B-radiography
tomography	I-radiography
-LRB-CT-RRB-,	I-radiography
cardiac	I-adult
catheterization	I-radiography
and	O
coronary	O
angiography	O
were	O
undertaken	O
.	O
Chest	O
CT	B-adult
scan	I-adult
with	I-adult
contrast	I-adult
revealed	I-adult
markedly	I-adult
dilated	I-adult
pulmonary	O
trunk	O
and	O
both	O
pulmonary	O
arteries	O
-LRB-Figure	O
2A-RRB-,	O
a	O
concave	O
disfigurement	B-adult
of	I-adult
the	I-adult
left	I-adult
side	I-adult
of	I-adult
the	I-adult
ascending	B-adult
aorta	I-adult
and	I-adult
nearly	I-adult
total	I-adult
occlusion	I-adult
the	I-adult
ostium	B-adult
of	I-adult
the	I-adult
left	I-adult
main	I-adult
coronary	I-adult
artery	I-adult
that	O
was	O
retrogradly	O
filled	O
with	O
collateral	O
circulation	B-adult
from	I-adult
the	I-adult
right	I-adult
coronary	I-adult
artery	I-adult
-LRB-Figure	I-adult
2B-RRB-	O
.	O
That	B-adult
was	I-adult
suggestive	I-adult
of	I-adult
compression	I-adult
of	I-adult
the	B-adult
left	I-adult
side	I-adult
of	I-adult
the	I-adult
aorta	B-adult
and	I-adult
the	I-adult
left	I-adult
main	I-adult
coronary	I-adult
artery	I-adult
together	I-adult
by	O
the	O
pulmonary	O
trunk	O
passing	O
by	O
the	B-adult
ascending	I-adult
aortas	I-adult
left	I-adult
side	I-adult
.	O
Cardiac	B-adult
catheterization	I-adult
revealed	I-adult
PASP	I-adult
of	I-adult
105	I-adult
mmHg,	O
Qp/Qs	O
of	O
1	O
and	O
Rp/Rs	O
of	O
1.4	O
-LRB-Figure	B-adult
3-RRB-,	I-adult
which	I-adult
mean	I-adult
no	I-adult
remaining	I-adult
shunt	I-adult
but	B-adult
much	I-adult
aggravated	I-adult
pulmonary	I-adult
hypertension	I-adult
compatible	I-adult
with	B-adult
Eisenmenger	I-adult
syndrome	I-adult
compared	I-adult
with	I-adult
preoperative	I-adult
data	I-adult
.	O
The	B-adult
coronary	I-adult
angiography	I-adult
showed	I-adult
normal	I-adult
right	I-adult
coronary	I-adult
artery	O
and	O
the	B-adult
collaterals	I-adult
that	I-adult
came	I-adult
out	I-adult
from	I-adult
the	I-adult
conus	O
branch	O
to	O
mid-left	O
anterior	O
descending	O
artery	O
-LRB-LAD-RRB-	O
and	O
that	O
from	B-adult
the	I-adult
distal	I-adult
right	I-adult
coronary	I-adult
artery	I-adult
to	I-adult
the	B-adult
left	I-adult
circumflex	I-adult
artery	I-adult
-LRB-LCX-RRB-	I-adult
and	O
to	O
the	B-adult
distal	I-adult
LAD,	I-adult
respectively	I-adult
-LRB-Figure	I-adult
4,	I-adult
5-RRB-	I-adult
.	O
Engagement	B-adult
of	I-adult
the	I-adult
left	I-adult
main	I-adult
coronary	I-adult
artery	I-adult
with	O
the	O
diagnostic	O
coronary	O
catheter	O
was	O
not	O
available	O
.	O
On	B-adult
aortography,	I-adult
the	I-adult
left	I-adult
main	I-adult
coronary	I-adult
artery	I-adult
was	O
not	O
visualized	O
with	B-adult
no	I-adult
stump,	I-adult
suggesting	I-adult
total	I-adult
occlusion	I-adult
of	I-adult
the	O
ostium	B-adult
of	I-adult
the	I-adult
left	I-adult
main	I-adult
coronary	I-adult
artery	I-adult
-LRB-Figure	O
6-RRB-	O
.	O
There	O
was	O
no	O
other	O
luminal	O
lesion	B-adult
in	I-adult
the	I-adult
remaining	I-adult
part	I-adult
of	I-adult
the	I-adult
coronary	B-adult
artery	I-adult
system	I-adult
and	I-adult
the	I-adult
thoracic	I-adult
as	B-adult
well	I-adult
as	I-adult
the	I-adult
abdominal	I-female
aorta	O
.	O
DISCUSSION	B-adult
Some	I-adult
adults	I-adult
with	I-adult
congenital	I-adult
heart	I-adult
disease	I-adult
have	B-adult
associated	I-adult
ischemic	I-adult
heart	I-adult
disease3,	I-adult
8-RRB-	O
.	O
On	O
the	O
other	O
hand,	O
atherosclerosis9-RRB-,	O
syphilis10-RRB-,	O
aortitis11,	O
12-RRB-	O
and	O
congenital	O
anomalies	O
of	O
the	O
coronary	O
artery1314-RRB-	B-adult
are	I-adult
widely-known	I-adult
causes	I-adult
of	I-adult
stenosis	I-adult
of	I-adult
the	B-adult
left	I-adult
main	I-adult
coronary	I-adult
trunk	I-adult
.	O
Compression	B-adult
of	I-adult
the	I-adult
left	I-adult
main	I-adult
coronary	I-adult
trunk	I-adult
has	B-adult
not	I-adult
been	I-adult
widely	I-adult
known	I-adult
.	O
However,	O
in	B-adult
1957,	I-adult
Corday,	I-adult
et	I-adult
al.4-RRB-	I-adult
first	I-adult
pointed	I-adult
out	O
that	B-adult
the	I-adult
distended	I-adult
main	I-adult
pulmonary	I-adult
artery	I-adult
easily	I-adult
compressed	B-adult
the	I-adult
left	I-adult
main	I-adult
coronary	I-adult
trunk	I-adult
because	B-adult
of	I-adult
the	I-adult
spatial	I-adult
position	I-adult
of	I-adult
the	I-adult
proximal	B-adult
part	I-adult
of	I-adult
the	I-adult
left	I-adult
coronary	O
artery	O
closed	B-adult
to	I-adult
the	I-adult
main	I-adult
pulmonary	I-adult
artery	I-adult
.	O
Schaffer,	B-adult
et	I-adult
al.5-RRB-	I-adult
tried	I-adult
to	I-adult
prove	I-adult
the	B-adult
correlation	I-adult
between	I-adult
pulmonary	I-adult
pressure	I-adult
and	O
coronary	O
flow	O
at	O
autopsy	O
which,	O
however,	O
was	O
unsuccessful	B-adult
because	I-adult
the	I-adult
main	I-adult
pulmonary	I-adult
artery	I-adult
of	I-adult
the	B-adult
autopsied	I-adult
heart	I-adult
was	I-adult
not	I-adult
sufficiently	I-adult
dilated	O
.	O
Mitsudo	B-adult
et	I-adult
al.6-RRB-	I-adult
first	I-adult
reported	I-adult
the	B-adult
case	I-adult
of	I-adult
a	I-adult
female	I-adult
patient	I-adult
with	O
ASD	B-adult
that	I-adult
was	I-adult
combined	I-adult
with	I-adult
severe	I-adult
narrowing	I-adult
of	O
the	O
ostium	B-adult
of	I-adult
the	I-adult
left	I-adult
main	I-adult
coronary	I-adult
trunk	I-adult
on	O
angiography	O
.	O
After	B-adult
the	I-adult
patient	I-adult
died	I-adult
suddenly,	I-adult
the	I-adult
postmortem	B-radiography
examination	I-radiography
confirmed	I-adult
no	I-radiography
anatomic	I-adult
or	B-adult
pathological	I-adult
abnormality	I-adult
of	I-adult
the	I-adult
coronary	O
arteries	O
.	O
Also,	B-adult
they	I-adult
reported	I-adult
that,	I-adult
in	I-adult
adults	I-adult
with	O
ASD	O
and	O
pulmonary	O
hypertension,	O
the	B-adult
coronary	I-adult
angiography	I-adult
revealed	I-adult
localized	I-adult
concave	I-adult
narrowing	I-adult
of	B-adult
the	I-adult
left	I-adult
main	I-adult
coronary	I-adult
trunk	I-adult
orifice	O
in	O
7	O
-LRB-44%-RRB-	O
of	O
16	O
patients	O
.	O
In	B-adult
patients	I-adult
without	I-adult
pulmonary	I-adult
hypertension,	I-adult
however,	B-adult
these	I-adult
findings	I-adult
were	I-adult
not	I-adult
observed	I-adult
.	O
Fijiwara	B-adult
et	I-adult
al.7-RRB-	I-adult
reported	I-adult
3	I-adult
cases	I-adult
of	B-adult
adult	I-adult
ASD	I-adult
with	I-adult
compression	I-adult
of	B-adult
the	I-adult
left	I-adult
main	I-adult
coronary	I-adult
trunk	I-adult
by	B-adult
dilated	I-adult
main	I-adult
pulmonary	I-adult
artery	I-adult
.	O
In	B-adult
one	I-adult
patient	I-adult
of	I-adult
the	I-adult
three,	B-radiography
magnetic	I-radiography
resonance	I-radiography
imaging	I-radiography
study	I-adult
demonstrated	I-adult
that	I-radiography
the	B-adult
left	I-adult
main	I-adult
coronary	I-adult
trunk	I-adult
ran	B-adult
close	I-adult
to	I-adult
the	I-adult
left	I-adult
main	I-adult
pulmonary	O
artery	O
so	B-adult
that	I-adult
the	I-adult
markedly	I-adult
distended	I-adult
pulmonary	I-adult
artery	I-adult
easily	I-adult
compressed	B-adult
the	I-adult
left	I-adult
main	I-adult
coronary	I-adult
trunk	I-adult
.	O
In	B-adult
two	I-adult
of	I-adult
the	I-adult
three	I-adult
cases,	B-adult
one	I-adult
case	I-adult
died	I-adult
because	I-adult
of	O
septicemia	O
after	O
closure	O
of	O
ASD,	B-adult
the	I-adult
narrowed	I-adult
left	I-adult
main	I-adult
coronary	I-adult
artery	I-adult
was	B-adult
no	I-adult
longer	I-adult
narrowed	I-adult
or	I-adult
improved	I-adult
the	B-adult
severity	I-adult
of	I-adult
narrowing	I-adult
after	I-adult
closure	O
of	O
ASD	O
.	O
In	O
our	O
case,	B-adult
pulmonary	I-adult
hypertension	I-adult
due	I-adult
to	I-adult
ASD	I-adult
had	I-adult
already	I-adult
been	B-adult
present	I-adult
before	I-adult
the	I-adult
corrective	I-adult
surgery	I-exercise
and	B-adult
it	I-adult
was	I-adult
progressively	I-adult
aggravated	I-adult
without	I-adult
improvement	I-adult
after	O
the	O
correction	O
of	O
the	O
shunt	O
up	B-adult
to	I-adult
the	I-adult
current	I-adult
admission	I-adult
.	O
Therefore,	B-adult
the	I-adult
left	I-adult
main	I-adult
coronary	I-adult
artery	I-adult
had	B-adult
been	I-adult
continuously	I-adult
compressed,	I-adult
in	I-adult
spite	I-adult
of	B-adult
the	I-adult
post-closure	I-adult
status	I-adult
for	I-adult
ASD	I-adult
.	O
We	O
could	O
rule	O
out	B-adult
the	I-adult
other	I-adult
possible	I-adult
reasons	I-adult
for	I-adult
the	I-adult
negative	I-adult
results	I-adult
of	O
the	O
serologic	O
tests	O
for	O
syphilis,	B-adult
other	I-adult
rheumatoid	I-adult
diseases	I-adult
and	I-adult
the	I-adult
absence	I-adult
of	B-adult
other	I-adult
manifestations	I-adult
of	I-adult
systemic	I-adult
vasculitis	I-adult
.	O
The	B-adult
reason	I-adult
for	I-adult
disfigurement	I-adult
of	I-adult
the	B-adult
left	I-adult
side	I-adult
ascending	I-adult
aorta	I-adult
and	O
the	O
ostium	B-adult
of	I-adult
the	I-adult
left	I-adult
main	I-adult
coronary	I-adult
artery	I-adult
was	B-adult
considered	I-adult
to	I-adult
be	I-adult
an	I-adult
extrinsic	B-adult
compression	I-adult
owing	I-adult
to	I-adult
extremely	I-adult
dilated	I-adult
pulmonary	O
artery	O
-LRB-Figure	O
2B-RRB-	O
.	O
In	O
stenosis	B-adult
of	I-adult
the	I-adult
left	I-adult
main	I-adult
coronary	I-adult
artery,	I-adult
as	B-adult
the	I-adult
mortality	I-adult
rate	I-adult
of	I-adult
patients	I-adult
without	I-adult
surgical	I-adult
treatment	I-adult
is	O
high15-RRB-,	O
aorto-coronary	O
artery	B-adult
bypass	I-adult
is	I-adult
absolutely	I-adult
indicated6-RRB-	I-adult
.	O
In	O
our	O
case,	B-adult
however,	I-adult
the	I-adult
left	I-adult
coronary	I-adult
artery,	I-adult
including	I-adult
the	B-adult
left	I-adult
main	I-adult
artery,	I-adult
was	I-adult
fully	I-adult
visualized	O
with	O
collaterals	O
of	O
grade	O
III	B-adult
from	I-adult
the	I-adult
right	I-adult
coronary	I-adult
artery	I-adult
-LRB-Figure	I-adult
4,	B-adult
5-RRB-	I-adult
which	I-adult
explains	I-adult
that	I-adult
she	I-adult
seldom	I-adult
suffered	I-adult
from	O
angina	O
.	O
It	B-adult
is	I-adult
possible	I-adult
to	I-adult
say	I-adult
that	I-adult
long-standing,	B-adult
slowly	I-adult
progressive	I-adult
narrowing	I-adult
of	I-adult
the	I-adult
left	I-adult
main	I-adult
coronary	O
artery	O
occlusion	B-adult
induces	I-adult
the	I-adult
development	I-adult
of	I-adult
sufficient	I-adult
collateral	I-adult
circulation	B-adult
without	I-adult
severe	I-adult
myocardial	I-adult
ischemia	I-adult
.	O
Fijiwara	B-adult
et	I-adult
al7-RRB-	I-adult
suggested	I-adult
that	I-adult
narrowing	B-adult
of	I-adult
the	I-adult
left	I-adult
main	I-adult
coronary	I-adult
trunk	I-adult
improved	I-adult
or	O
disappeared	O
after	B-adult
ASD	I-adult
closure,	I-adult
thanks	I-adult
to	I-adult
normalization	I-adult
of	I-adult
pulmonary	O
flow	O
.	O
That	B-adult
means	I-adult
if	I-adult
the	I-adult
pulmonary	I-adult
hypertension	O
is	O
reversible,	B-adult
aorto-coronary	I-adult
bypass	I-adult
may	I-adult
be	I-adult
unnecessary	I-adult
.	O
However,	O
in	O
our	O
experience,	O
the	O
reversibility	O
of	O
the	O
narrowing	B-adult
of	I-adult
the	I-adult
left	I-adult
coronary	I-adult
artery	I-adult
was	I-adult
not	B-adult
only	I-adult
determined	I-adult
by	I-adult
the	I-adult
ASD	I-adult
closure	B-adult
but	I-adult
also	I-adult
by	I-adult
the	I-adult
time	I-adult
of	O
the	O
closure	O
.	O
The	O
narrowing	B-adult
of	I-adult
the	I-adult
left	I-adult
coronary	I-adult
artery	I-adult
may	I-adult
not	O
be	O
relieved	O
after	O
operation,	O
if	B-adult
it	I-adult
is	I-adult
performed	I-adult
too	I-adult
late	I-adult
like	I-adult
our	O
case	O
.	O
We	O
concluded,	O
in	B-adult
agreement	I-adult
with	I-adult
previous	I-adult
reported	I-adult
cases47-RRB-,	I-adult
that	I-adult
the	O
dilated	O
pulmonary	B-adult
artery	I-adult
trunk	I-adult
due	I-adult
to	I-adult
ASD	I-adult
associated	I-adult
with	B-adult
pulmonary	I-adult
hypertension	I-adult
can	I-adult
be	I-adult
a	I-adult
possible	I-adult
cause	I-adult
of	B-adult
left	I-adult
main	I-adult
coronary	I-adult
artery	I-adult
occlusion	O
and	O
that,	O
if	O
the	O
ASD	O
closure	O
was	O
too	O
late,	O
the	O
narrowing	O
or	O
occlusion	B-adult
of	I-adult
the	I-adult
left	I-adult
coronary	I-adult
artery	I-adult
could	I-adult
not	B-adult
be	I-adult
resolved,	I-adult
even	I-adult
after	I-adult
operation,	I-adult
owing	I-adult
to	O
irreversible	O
pulmonary	O
hypertension	O
.	O
Three	O
new	O
species	O
of	O
Angiosperms	B-mutation
have	I-mutation
been	I-mutation
found	I-mutation
in	I-mutation
four	I-mutation
short	I-mutation
collection	O
trips	O
to	O
the	O
same	O
protected	O
reserveEstao	O
Ecolgica	O
Estadual	O
de	O
Wenceslau	O
Guimaresand	O
neighboring	O
areas	O
in	O
the	O
Atlantic	O
Forest	B-geography
in	I-geography
the	I-geography
south	I-geography
of	I-geography
the	I-geography
Brazilian	I-geography
state	O
of	O
Bahia	O
.	O
These	O
new	O
species	B-mutation
belong	I-mutation
to	I-mutation
three	I-mutation
genera	I-mutation
from	I-mutation
three	I-mutation
distinct	I-mutation
lineages	O
in	O
the	O
family	O
Melastomataceae:	O
Huberia,	O
Meriania	O
and	O
Physeterostemon	O
.	O
The	O
description	O
of	O
these	O
species	B-exercise
represent	I-exercise
a	I-exercise
good	I-exercise
example	I-mutation
of	I-exercise
a	I-exercise
Linnean	O
shortfall,	B-mutation
i.e.,	I-mutation
the	I-mutation
absence	I-mutation
of	I-mutation
basic	I-mutation
knowledge	I-mutation
about	B-ecosystem
the	I-ecosystem
biodiversity	I-ecosystem
in	I-ecosystem
the	I-ecosystem
area,	I-ecosystem
as	B-mutation
well	I-mutation
as	I-mutation
in	I-mutation
tropical	I-mutation
forests	I-ecosystem
as	O
a	O
whole	O
.	O
The	O
description	B-mutation
of	I-mutation
these	I-mutation
probably	I-mutation
endemic	I-mutation
species	I-mutation
per	I-mutation
se	O
is	O
a	O
signal	O
that	O
this	O
area	O
deserves	B-exercise
more	I-exercise
attention	I-exercise
regarding	I-exercise
research	I-exercise
and	I-exercise
policies,	I-exercise
but	O
its	O
consequences	O
go	O
farther:	O
this	O
area	B-mutation
has	I-mutation
a	I-mutation
relevant	I-mutation
role	I-mutation
as	I-mutation
a	I-mutation
phylogenetic	B-mutation
-LRB-both	I-mutation
genetic	I-mutation
and	I-mutation
morphological-RRB-	I-mutation
stock,	I-mutation
and	B-mutation
thus	I-mutation
is	I-mutation
also	I-mutation
valuable	I-mutation
as	O
a	O
phylogenetic	O
conservation	O
priority	O
.	O
Introduction	B-ecosystem
Studies	I-ecosystem
on	I-ecosystem
biodiversity	I-ecosystem
and	I-ecosystem
evolutionary	I-geography
biology	I-geography
have	O
been	O
traditionally	O
hindered	O
by	O
gaps	B-geography
in	I-geography
basic,	I-geography
natural	I-geography
history	I-geography
knowledge,	I-geography
no	I-geography
matter	B-geography
what	I-geography
kind	I-geography
of	I-geography
methods	I-geography
or	I-geography
organisms	B-exercise
they	I-exercise
deal	I-exercise
with	I-exercise
.	O
These	B-exercise
shortfalls	I-exercise
can	I-exercise
be	I-exercise
linked	I-exercise
to	I-exercise
the	B-mutation
lack	I-mutation
of	I-mutation
